id,SMILES,MLM,HLM,AlogP,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_RotatableBonds,LogD,Molecular_PolarSurfaceArea,Position,MLM_raw,HLM_raw
TRAIN_1968,COc1ccc(C2=NOC(c3ccsc3)C2)cc1,0.16,0.6,2.868,259.324,3,0,3,2.868,59.06,CPK-M1-013693-F12,0.158136634,0.601884504
TRAIN_1969,O=c1[nH]cnc2c1nnn2Cc1cc(F)cc(F)c1,89.764,89.087,1.48,263.203,4,1,2,1.384,72.17,CPK-M1-009576-G06,89.76414078,89.08691757
TRAIN_1970,CC(C)N1/C(=C/C2=Cc3ccccc3OC2)C(=O)c2ccccc2S1(=O)=O,3.022,3.15,3.161,381.445,4,0,2,3.161,72.06,CPK-M1-009573-A04,3.021642623,3.150098687
TRAIN_1971,COc1c(O)cc2c(c1O)C(=O)c1c(cc(C)c(O)c1OC)C2=O,99.9,99.9,2.535,330.289,7,3,2,1.905,113.29,CPK-M1-008580-H11,>99,>99
TRAIN_1972,Clc1ccc2c(c1)nc(-c1cccnc1Cl)n1ncc(Br)c21,99.99,99.99,4.522,394.053,3,0,1,4.522,43.08,CPK-M1-018176-F03,>99.99,>99.99
TRAIN_1973,O=C1NN=C(c2ccc(F)cc2)Cn2c1cc1ccccc12,6.4,10.82,3.346,293.295,2,1,1,3.346,46.39,CPK-M1-018174-B05,6.400340102,10.82249148
TRAIN_1974,CC(Oc1ccc(Cl)cc1Cl)C(=O)NCCc1ccccc1,15.38,46.44,4.591,338.228,2,1,6,4.591,38.33,CPK-M1-013688-G05,15.37624415,46.44041438
TRAIN_1975,Cc1nc2c(c(C)c(C)n2CCC2CCO2)c(-c2cc(F)c3c(c2C)CCCO3)c1[C@H](OC(C)(C)C)C(=O)O,45.08,68.52,5.21,538.65,6,1,8,3.736,82.81,CPK-M1-013684-F08,45.08122867,68.51700026
TRAIN_1976,COc1c(-c2ccccc2)oc2ccccc2c1=O,0.152,37.377,2.824,252.265,3,0,2,2.824,35.53,CPK-M1-008583-E10,0.151781286,37.37739165
TRAIN_1977,COc1ccccc1CC(=O)c1ccc(O)c(O)c1O,16.231,70.669,2.526,274.269,5,3,4,2.492,86.99,CPK-M1-008583-G03,16.2306044,70.66932508
TRAIN_1978,COC1CCN(c2ncnc3c2c(Br)cn3S(=O)(=O)c2ccc(C)cc2)CC1,1,4.12,3.678,465.364,5,0,4,3.678,85.7,CPK-M1-013687-G06,<1,4.123485368
TRAIN_1979,CCCc1cc(N2CCC3(CCC(=O)N(CCc4c[nH]cn4)C3)CC2)nc(C)n1,90.676,90.375,2.109,396.529,4,1,6,2.89,78.01,CPK-M1-009573-F07,90.67616577,90.37453021
TRAIN_1980,O=C(C1CC(=O)N(c2n[nH]c3ccccc23)C1)N1CCC(c2noc3cc(F)ccc23)CC1,63.37,71.14,2.976,447.462,4,1,3,2.976,95.33,CPK-M1-018171-G05,63.37387146,71.13736274
TRAIN_1981,Nc1nc(N2CCN(c3ncccn3)CC2)c2[nH]cnc2n1,68.649,99.9,0.609,297.318,5,2,2,-0.387,112.74,CPK-M1-010393-B12,68.64917671,>99.9
TRAIN_1982,O=C(NC1CCc2ccccc21)c1nnn(-c2ccccc2Cl)c1-c1ccncc1,2.378,3.404,4.692,415.875,4,1,4,4.694,72.7,CPK-M1-009576-H09,2.378162383,3.403802505
TRAIN_1983,COc1cccc(NC(=O)Cn2cnc3c(sc4nc5c(cc43)COC(C)(C)C5)c2=O)c1,87.35,85.44,2.381,450.51,6,1,4,2.382,121.36,CPK-M1-018178-F06,87.35239815,85.44207857
TRAIN_1984,CCCCOC(=O)c1ccc(NC(=O)c2c(OCC)cc(=O)n3c2CCCC3)cc1,0.55,49.76,2.929,412.479,5,1,9,2.929,84.94,CPK-M1-013697-A07,0.554581594,49.76178063
TRAIN_1985,CCN1CCCC1CNC(=O)c1n[nH]c2c1CCC2,76.09,86.12,1.814,262.351,3,2,4,0.45,61.02,CPK-M1-013688-B03,76.08630551,86.12207861
TRAIN_1986,Cc1cc(-c2cc(=O)n(Cc3ccc(F)cc3Cl)nc2-c2ccco2)on1,93.69,92.28,4.008,385.776,3,0,4,4.008,71.84,CPK-M1-018173-G05,93.69279991,92.28076493
TRAIN_1987,CCc1nn2c(nnc3c(=O)n(NC(=O)c4ccccc4C)ccc32)c1-c1ccccc1,84.251,99.9,3.383,424.455,5,1,4,3.383,92.49,CPK-M1-010393-E03,84.2511259,>99.9
TRAIN_1988,NCc1nc(COc2ccc3ccccc3c2)no1,5.263,21.545,1.263,255.272,4,1,4,0.304,74.17,CPK-M1-010393-A04,5.262833492,21.54470549
TRAIN_1989,CCOc1ccc(N2C(=O)c3c(C(=O)OC)ncn3CC2(C)C(=O)NC2CCCCCC2)cc1,47.45,40.787,3.461,468.545,6,1,7,3.461,102.76,CPK-M1-009579-H03,47.44975821,40.78666927
TRAIN_1990,COC(=O)c1ccc(-c2ccccc2NS(C)(=O)=O)s1,57.35,64.03,2.359,311.377,4,1,5,2.406,109.08,CPK-M1-018171-E11,57.34676767,64.03443721
TRAIN_1991,CC(C)CN/C(=N/S(=O)(=O)c1ccccc1)c1ccccc1,5.18,86.82,2.995,316.418,3,1,6,2.995,66.91,CPK-M1-013690-C10,5.177601919,86.82315475
TRAIN_1992,CCOc1ccccc1-n1nnc(C(=O)O)c1-c1ccncc1,99,99,2.639,310.307,6,1,5,1.224,90.13,CPK-M1-013683-D10,>99,>99
TRAIN_1993,CC(CCc1ccccc1)NC(=O)c1noc(-c2ccc[nH]c2=O)n1,33.45,99,1.379,338.361,4,2,6,1.387,97.12,CPK-M1-013689-D11,33.45124322,>99
TRAIN_1994,COc1ccc(-c2noc(CC(=O)NCc3ccccc3)c2-c2ccc(OC)cc2)cc1,0.65,0.45,4.834,428.48,4,1,8,4.834,73.59,CPK-M1-013689-F03,0.65209803,0.447369135
TRAIN_1995,CCN(CCCN(C)C)S(=O)(=O)c1ccc(S(=O)(=O)CC)cc1,89.441,90.865,1.371,362.508,5,0,9,-0.012,91.52,CPK-M1-009578-A05,89.44080936,90.86471646
TRAIN_1996,c1ccc(C(CCNc2ncnc3[nH]cnc23)c2ccccc2)cc1,17.17,45.31,3.758,329.398,3,2,6,3.757,66.48,CPK-M1-013683-H09,17.17298795,45.3050978
TRAIN_1997,[H][C@@]12C[C@H](OC)[C@H](NC(=O)OC(C)(C)C)C[C@@]1([H])[C@H](/C=C/c1ccc(-c3cccc(F)c3)cn1)C(C)(O)C2,80.866,22.607,4.625,496.613,5,2,7,4.292,80.68,CPK-M1-010396-B03,80.86556895,22.60718795
TRAIN_1998,NC1=C(c2nc3ccccc3s2)C(=O)CN1CC1COCCO1,50.08,99.99,1.071,331.389,4,1,3,1.077,105.92,CPK-M1-018177-C12,50.07905334,>99.99
TRAIN_1999,O=C1CCC2(C(=O)N3CCN(c4ncccn4)CC3)CCCC=C2N1C1CCCC1,0.2,5.86,2.321,409.525,4,0,3,2.321,69.64,CPK-M1-013688-G09,0.195296095,5.862726853
TRAIN_2000,O=C(O)/C=C/c1ccc(NC(=O)Cc2c[nH]c3ccccc23)cc1,97.087,94.925,3.04,320.342,3,3,5,1.656,82.19,CPK-M1-010393-D03,97.08674936,94.92531815
TRAIN_2001,Cc1cc(C)c(C)c(S(=O)(=O)NCCOCCO)c1C,1.34,48.37,2.015,301.402,4,2,7,2.018,84.01,CPK-M1-013686-G09,1.340893001,48.36807094
TRAIN_2002,Cc1nc2c(cc1Br)nc1n2C(C)CC1,94.28,76.63,2.524,266.137,2,0,0,2.542,30.71,CPK-M1-013690-E12,94.28116381,76.63371384
TRAIN_2003,[H][C@]1(CC/C(C)=C/COc2ccc3ccc(=O)oc3c2)C(C)(C)[C@@H](O)CC[C@@]1(C)O,36.1,46.7,4.357,400.508,5,2,6,4.357,75.99,CPK-M1-008579-H12,36.1,46.7
TRAIN_2004,CCOc1cc(=O)n2c(c1C(=O)N1CCOCC1)CCCCC2,86.85,92.78,0.518,320.383,4,0,3,0.518,59.08,CPK-M1-013695-D12,86.84682394,92.7761863
TRAIN_2005,O=C(c1ccco1)N1CCN(C(=O)c2ccc(CS(=O)Cc3ccccc3Cl)o2)CC1,4.842,67.919,2.678,460.931,3,0,6,2.678,103.17,CPK-M1-010395-D10,4.841546524,67.91852806
TRAIN_2006,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,10.628,55.634,6.319,371.515,2,0,8,6.122,12.47,CPK-M1-009569-G03,10.62824666,55.63405276
TRAIN_2007,CCOC(=O)c1cc(C(C)C)sc1NC(=O)c1cc(Cl)ccc1OC,31.98,99,4.528,381.874,4,1,7,4.528,92.87,CPK-M1-013688-D12,31.98171626,>99
TRAIN_2008,COc1cc(CNC(C)(C)C)cc(Br)c1OCc1cccs1,3.23,3.48,4.338,384.331,3,1,7,3.163,58.73,CPK-M1-013690-D05,3.226404795,3.4802347
TRAIN_2009,NCCN(C1CCOCC1)S(=O)(=O)c1ccc(C2CCCCC2)cc1,54.98,89.17,2.15,366.518,4,1,6,1.406,81.01,CPK-M1-018174-H12,54.98092981,89.1667112
TRAIN_2010,Cc1c(NC(=O)CCC(=O)N(c2ccccc2)c2ccccc2)c(=O)n(-c2ccccc2)n1C,3.17,49.2,2.826,454.52,3,1,7,2.825,72.96,CPK-M1-013687-E08,3.168556622,49.20384981
TRAIN_2011,O=S(=O)(c1cccc2cccnc12)N1CCCC1c1noc(CO)n1,53.9,77.38,0.56,360.388,6,1,4,0.56,117.8,CPK-M1-018173-B08,53.89671597,77.37668274
TRAIN_2012,O=C1N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N2CCC[C@@H]12,93.18,52.97,1.255,283.325,2,2,2,1.255,65.19,CPK-M1-013683-B08,93.1757197,52.9658441
TRAIN_2013,Cc1ccc(C2NCc3ccccc3-n3cccc32)c(C)c1,8.283,34.03,4.766,288.386,1,1,1,4.766,16.96,CPK-M1-008577-F07,8.283031256,34.02996166
TRAIN_2014,COc1ccc(C2N=C(O)c3ccccc3O2)c(OC)c1OC,1.152,4.304,3.256,315.321,6,1,4,3.256,69.51,CPK-M1-009577-A09,1.152217301,4.304092646
TRAIN_2015,Cn1c(=O)c(O)c(C(=O)NCc2cccc(F)c2)c(=O)n1C,96.6,99.9,-0.178,307.277,4,2,3,-0.878,89.95,CPK-M1-008577-C08,96.6,>99
TRAIN_2016,CC(C)C(=O)N1CCN(c2cnc(N)c(-c3nc4ccccc4o3)c2)CC1,42.074,67.117,2.431,365.429,3,1,3,2.565,88.49,CPK-M1-008582-A10,42.07368227,67.11677775
TRAIN_2017,COc1ccc(-n2ccc3cc(NC(=O)N4CCCCC4)ccc32)cc1Cl,71.286,62.854,4.793,383.871,2,1,3,4.793,46.5,CPK-M1-008577-B12,71.28552981,62.85351951
TRAIN_2018,CCCn1nc(C)c(-c2cncn2Cc2cccc(OC(C)C)c2)c1C,1.43,4.63,3.976,352.473,3,0,7,5.053,44.87,CPK-M1-018173-D05,1.429773241,4.63268105
TRAIN_2019,Cc1ccc(-c2nc(C)c(C(=O)N=C(N)N)[nH]2)cc1,24.28,66.99,1.539,257.291,3,3,2,1.452,110.15,CPK-M1-018173-C07,24.28344944,66.99115914
TRAIN_2020,O=C(NC12CC3CC(CC(C3)C1)C2)C1CCN(c2cc(-n3cccc3)ncn2)CC1,11.302,0.707,3.991,405.536,3,1,4,3.991,63.05,CPK-M1-008581-A09,11.30211148,0.707460698
TRAIN_2021,CC(C)n1c(C(O)c2nc3ccccc3n2C)nc2ccccc21,0.555,63.906,3.713,320.388,3,1,3,3.75,55.87,CPK-M1-009577-G03,0.554580777,63.90621779
TRAIN_2022,C[C@@H](NC(=O)c1ccc(F)cc1)[C@H](O)c1ccccc1,60.82,86.99,2.693,273.302,2,2,4,2.693,49.33,CPK-M1-013692-H05,60.81805493,86.98692729
TRAIN_2023,COc1c(Cl)c(-c2cc(C3(O)CCCCC3)on2)c(OC)c2c1OCO2,1.226,6.759,4.032,381.808,6,1,4,4.032,83.18,CPK-M1-009576-C06,1.226358907,6.758671603
TRAIN_2024,COc1ccc(OC)c(Nc2nc(CC(=O)NCCc3c[nH]c4ccccc34)cs2)c1,3.056,1.26,4.214,436.527,4,3,9,4.207,116.51,CPK-M1-008579-C10,3.056163484,1.259675941
TRAIN_2025,Cc1nc2nc(C)c(Cc3cccc4ccccc34)c(O)n2n1,52.736,5.714,3.659,304.346,4,1,2,3.659,63.31,CPK-M1-009579-A07,52.7355153,5.714191674
TRAIN_2026,CCCS(=O)(=O)c1nc2ccc(NS(=O)(=O)c3ccc(F)c(Cl)c3)cc2s1,1,9.03,4.211,448.94,5,1,6,4.27,138.19,CPK-M1-013690-B03,<1,9.025866933
TRAIN_2027,Cc1cc2occ(CC(=O)N3CCOC4(CCCOC4)C3)c2cc1C(C)C,49.54,43.13,3.165,371.47,3,0,3,3.165,51.91,CPK-M1-018176-F12,49.53587372,43.12859125
TRAIN_2028,Fc1cnc(NC2CCN(C3CCOC3)CC2)nc1,99,98.439,0.476,266.315,4,1,3,0.455,50.28,CPK-M1-009579-F05,100.2577539,98.43909091
TRAIN_2029,O=C1CC(c2ccccc2Cl)c2cc3c(cc2N1)CCC3,5.9,33.33,4.281,297.779,1,1,1,4.281,29.1,CPK-M1-018170-C12,5.895969499,33.33333333
TRAIN_2030,O=S(=O)([O-])c1ccc(-c2cnc(-c3ccc(-c4ncc(-c5ccc(S(=O)(=O)[O-])cc5)o4)cc3)o2)cc1,99.021,83.772,-0.73,522.507,8,0,6,-0.729,183.22,CPK-M1-010393-A09,99.02080206,83.77246908
TRAIN_2031,CCO[C@@H]1CCC[C@H](CC(=O)c2cccs2)[C@H]1C(=O)c1cccs1,0.83,2.81,4.463,362.506,3,0,7,4.463,99.85,CPK-M1-013686-G04,0.826985401,2.813441435
TRAIN_2032,COc1cc(=O)[nH]cc1C(=O)N1CCN(C)c2ncccc2C1,88.07,99,-0.309,314.339,4,1,2,-0.297,74.77,CPK-M1-013696-G09,88.06782182,>99
TRAIN_2033,COc1cc(OC)c(NC(=O)N2Cc3c(sc4c3CCCC4)-n3cccc3C2C)cc1Cl,1,1,5.728,472,3,1,3,5.728,83.97,CPK-M1-013694-H12,<1,<1
TRAIN_2034,CS(=O)c1nc2ccc(F)cc2c(-n2ccnc2)c1-c1ccc(Cl)cc1Cl,99.99,99.99,4.707,420.287,3,0,3,4.738,66.99,CPK-M1-018179-D07,>99.99,>99.99
TRAIN_2035,c1ccc(-c2noc(Cc3cn4ccccc4n3)n2)nc1,34.17,94.88,1.626,277.281,4,0,3,1.632,69.11,CPK-M1-013690-H08,34.17004185,94.88495123
TRAIN_2036,O=C1CCc2cc(C(=O)N3CCc4sc(Br)cc4C3)c(F)cc2N1,25.66,25.5,2.788,409.273,2,1,1,2.788,77.65,CPK-M1-018170-C05,25.65782317,25.5040158
TRAIN_2037,COc1cc2c(cc1OC)-c1cc(-c3ccccc3F)cn1CC2,4.916,6.506,4.705,323.361,2,0,3,4.705,23.39,CPK-M1-009569-G10,4.916207277,6.506181819
TRAIN_2038,[H][C@@]12CC=C(C)[C@H](COc3ccc4ccc(=O)oc4c3)[C@@]1(C)CC[C@@H](O)C2(C)C,13.976,46.149,4.68,382.493,4,1,3,4.352,55.76,CPK-M1-008577-E06,13.97567059,46.14898471
TRAIN_2039,COC(=O)C12CCC(=O)N1CCc1c2n(C(=O)OC(C)(C)C)c2ccccc12,10.38,79.6,3.448,384.426,5,0,4,3.448,77.84,CPK-M1-013687-C07,10.38074263,79.59966627
TRAIN_2040,CN(C(=O)c1ccc(C(=O)c2ccccc2)cc1)c1ccccc1,0.06,0.51,4.224,315.365,2,0,4,4.224,37.38,CPK-M1-013689-B03,0.062893992,0.513751667
TRAIN_2041,Cc1cc(S(=O)(=O)N[C@H]2CC[C@H]2NC2CCN(C(C)C)CC2)c(C)s1,2.304,20.35,1.652,385.588,4,2,6,-0.849,98.06,CPK-M1-009575-A09,2.304454402,20.35023161
TRAIN_2042,O=C(C1=Cc2ccccc2OC=C1)N1CCCCC1c1ccccn1,4.553,52.8,3.044,332.396,3,0,2,3.044,42.43,CPK-M1-009573-H04,4.552721321,52.79971514
TRAIN_2043,COc1cc(=O)n(-c2ccc(C#N)c(Cl)c2C)nc1C,0,74.604,2.273,289.717,4,0,2,2.273,65.69,CPK-M1-009581-E03,0,74.60365679
TRAIN_2044,CC(C)CCn1c(N)nc2c1c(=O)nc(O)n2C,79.04,71.31,1.752,251.285,4,2,3,1.74,96.74,CPK-M1-018168-F11,79.04167725,71.30981691
TRAIN_2045,OCC(O)Cn1c(-c2ccc(F)cc2)nc2ccccc21,76.9,87.67,2.631,286.301,3,2,4,2.633,58.28,CPK-M1-013693-F08,76.89520108,87.66822408
TRAIN_2046,COCCCNC(=O)c1nc(CC(=O)Nc2ccc3cc[nH]c3c2)no1,67.927,77.539,0.36,357.364,5,3,8,0.361,122.14,CPK-M1-009571-C09,67.92741463,77.53916777
TRAIN_2047,CC(C)(C)c1ccc(O)c(NC(=O)c2cc(Br)c[nH]2)c1,9.199,0.328,3.906,337.212,2,3,3,3.905,65.12,CPK-M1-009576-C04,9.19899628,0.327823215
TRAIN_2048,CCOc1ccc(S(=O)(=O)N2CCC3(CC2)Nc2ccccc2-n2cccc23)cc1,0.3,5.65,3.486,423.528,3,1,4,3.486,71.95,CPK-M1-013691-B11,0.303112217,5.649042714
TRAIN_2049,O=C(COc1ccc2c3ccccc3n(C(=O)c3ccc(Br)cc3)c2c1)N1CCOCC1,9,68.49,4.663,493.349,4,0,4,4.636,60.77,CPK-M1-018171-F12,9.003800128,68.49472114
TRAIN_2050,Clc1ncccc1-c1nc2ccccc2c2c(Br)cnn12,85.03,23.48,3.858,359.608,3,0,1,3.858,43.08,CPK-M1-013692-C07,85.02876552,23.47767794
TRAIN_2051,O=C(NCCc1c[nH]c2ccccc12)c1c(OCC2CC2)cc(=O)n2c1CCOCC2,22.88,50.79,1.671,421.489,4,2,7,1.671,83.66,CPK-M1-013696-D06,22.88472962,50.7873753
TRAIN_2052,COc1ccc(Cl)cc1NC(=O)c1cc2c(OC)ccc(OC)c2n1C,27.46,70.93,4.02,374.818,4,1,5,4.02,61.72,CPK-M1-013696-B07,27.45702215,70.92944496
TRAIN_2053,CCN(CC)C(=O)Cn1nc(S(C)(=O)=O)nc1-c1ccccc1OC,87.685,90.221,1.714,366.435,6,0,7,1.714,102.77,CPK-M1-009576-C05,87.68530041,90.220646
TRAIN_2054,COc1cc(=O)n(C)cc1C(=O)N1CCN(S(=O)(=O)C2CC2)CC1,72.93,89.99,-1.559,355.409,5,0,4,-1.559,95.61,CPK-M1-013697-F05,72.92566857,89.99458442
TRAIN_2055,COc1cc(=O)[nH]cc1C(=O)N1CCN(c2cncc(F)c2)CC1,73.09,66.44,-0.578,332.33,4,1,3,0.071,74.77,CPK-M1-013695-D06,73.09453242,66.43797003
TRAIN_2056,CCOc1ccc(/N=c2/ncc(F)c(Nc3ccc(OCC)cc3)[nH]2)cc1,1.064,32.385,4.17,368.405,4,2,7,4.066,67.24,CPK-M1-008580-F11,1.0635977,32.38512469
TRAIN_2057,Nc1ncnc2c1cnn2-c1nc2ccccc2s1,23.43,27.95,2.094,268.297,4,1,1,2.095,110.75,CPK-M1-018173-F08,23.42885312,27.94633476
TRAIN_2058,O=c1cccc2n1CC1CC(C2)N(c2nc(N3CCCCC3)nc(N3CCCCC3)n2)C1,5.888,3.889,3.704,435.565,4,0,3,3.704,68.7,CPK-M1-009570-F05,5.888384498,3.888945853
TRAIN_2059,Cc1cc(C)n(-c2nc(NCc3ccco3)c3c4c(sc3n2)COC(C)(C)C4)n1,5.01,7.81,3.94,409.505,4,1,4,3.94,106.24,CPK-M1-013683-H05,5.006158642,7.807989542
TRAIN_2060,O=C(c1ccc(=O)[nH]c1)N1CCN(c2ncc(Cl)cn2)CC1,91.37,99.99,0.086,319.746,4,1,2,0.086,78.43,CPK-M1-018175-D06,91.37007787,>99.99
TRAIN_2061,CC(=O)c1ccc(S(=O)(=O)N(CCCO)Cc2cc3c(C)cc(C)cc3[nH]c2=O)cc1,16.6,29.51,2.148,442.528,5,2,8,2.148,112.16,CPK-M1-013683-H08,16.60487399,29.50753057
TRAIN_2062,Cc1cc(=O)n(CCNC(=O)c2nc3nc(C)cc(C)n3n2)cn1,97.697,99.9,-0.173,327.341,6,1,4,-0.173,104.85,CPK-M1-008583-E05,97.69712658,>99
TRAIN_2063,COc1c(C)c2c(c(OC)c1C/C=C(\C)CCC(=O)N1CCOCC1)C(=O)OC2,0.13,8.25,2.855,403.469,6,0,7,2.855,74.3,CPK-M1-018180-A07,0.131837482,8.25437411
TRAIN_2064,Cc1c2cnn(CC(=O)NC3CCCc4ccccc43)c(=O)c2c(C)n1Cc1cccc(Cl)c1,0.44,0.69,4.556,474.982,3,1,5,4.556,66.7,CPK-M1-018178-E08,0.441717462,0.685361438
TRAIN_2065,COc1cccc(Cn2nnc3cc(C(=O)N4CCC5(CC4)OCCO5)ccc32)c1,22.03,37.062,2.686,408.45,6,0,4,2.686,78.71,CPK-M1-008577-E05,22.02979285,37.06226175
TRAIN_2066,Cn1nc(C(=O)N2CCOCC2)cc1C(=O)Nc1ccc(F)cc1OC(F)F,48.9,62.509,2.097,398.336,5,1,5,2.097,85.69,CPK-M1-008578-H11,48.9,62.50937733
TRAIN_2067,Cc1nc2nc(N3C(=O)CCC3=O)nn2c(C)c1Cl,61.641,69.879,1.151,279.682,5,0,1,1.151,80.46,CPK-M1-008577-H09,61.64125867,69.87890504
TRAIN_2068,CCCC(NNC(=O)c1cnccn1)C(=O)OC,1.034,0.836,-0.156,252.27,6,2,7,-0.052,93.21,CPK-M1-009576-C12,1.033543979,0.835779629
TRAIN_2069,CCOC(=O)Cn1nc(C)c(NC(=O)Cn2nc(C)c(Br)c2C)c1C,55.82,88.38,1.426,412.282,5,1,7,1.426,91.04,CPK-M1-018169-G04,55.81657547,88.38454401
TRAIN_2070,COc1cc(Cl)c(C)cc1NC(=O)Cn1ncc2c(N3CCN(c4ccccn4)CC3)ncnc21,21.226,36.053,3.589,492.961,6,1,6,3.589,101.3,CPK-M1-008577-C06,21.22571919,36.0525782
TRAIN_2071,Cc1ccc(-c2n[nH]c3c2C(c2cccnc2)N(c2ccc(Cl)cc2)C3=O)cc1,9.1,28.35,4.868,400.86,3,1,3,4.868,61.88,CPK-M1-018174-B03,9.104353686,28.35025766
TRAIN_2072,Cc1cc(C)n(-c2nncn2/N=C/c2cccc3ccccc23)n1,9.438,63.49,3.149,316.36,4,0,3,3.149,60.89,CPK-M1-009575-E03,9.437617049,63.49016396
TRAIN_2073,Cc1n[nH]cc1CNC1(Cc2ccc(Br)cc2)CCCCC1,59.94,99.99,4.461,362.307,2,2,5,3.236,40.71,CPK-M1-018180-F05,59.93957658,>99.99
TRAIN_2074,COc1cc(C(=O)Nc2cnn(CCCC(=O)O)c2)cc(OC)c1OC,99.9,99.9,1.266,363.365,7,2,9,-0.187,111.91,CPK-M1-010395-E03,>99.9,>99.9
TRAIN_2075,CC(=O)c1cc(-c2nccn2CCn2[nH]c(=O)ccc2=O)cs1,93.694,99.9,0.556,330.362,4,1,5,0.587,112.54,CPK-M1-010394-F04,93.69382212,>99.9
TRAIN_2076,O=S(=O)(/C(=C(\c1ccccc1)n1ccnc1)c1ccccc1)c1ccccc1,4.541,8.23,3.997,386.466,3,0,5,4.163,60.34,CPK-M1-010397-H12,4.541130473,8.229889546
TRAIN_2077,Cn1ccc2c(-c3ccc(-c4nnco4)cc3)ccnc21,0.249,99.9,2.195,276.293,3,0,2,2.195,56.74,CPK-M1-010395-A10,0.24895072,>99.9
TRAIN_2078,Cc1cc2cc[nH]c2cc1NC(=O)Cc1ccc(F)cc1F,2.79,89.41,3.84,300.303,1,2,3,3.84,44.89,CPK-M1-018179-F09,2.790026944,89.40516879
TRAIN_2079,O=C1CCc2cc(Cl)ccc2N1Cc1ccc(Cl)cc1Cl,48.161,54.161,5.058,340.632,1,0,2,5.058,20.31,CPK-M1-010397-E10,48.16127122,54.16085041
TRAIN_2080,CCc1ccc(/C=N/Nc2nn3cnnc3c3ccccc23)cc1,16.143,20.554,4.166,316.36,4,1,4,4.166,67.47,CPK-M1-008578-B08,16.14254022,20.55423512
TRAIN_2081,COc1ccc([C@H]2Oc3cc(OC)cc(OC)c3C[C@H]2O)cc1,0.48,0.73,2.94,316.348,5,1,4,2.94,57.15,CPK-M1-013694-B09,0.480878931,0.727839441
TRAIN_2082,Cc1ccc(Nc2cc(N3CCN(c4oc(C)nc4C#N)CC3)ncn2)cc1,6.959,6.261,3.547,375.427,4,1,4,3.547,94.11,CPK-M1-009573-H09,6.958589988,6.260949981
TRAIN_2083,COC(=O)c1cc(OC)c(OC)cc1NC(=O)c1c(Br)cnn1C,3.655,12.307,2.127,398.209,6,1,6,2.127,91.68,CPK-M1-009578-C12,3.655007334,12.30682573
TRAIN_2084,CCCC1CCc2c(sc(NC(=O)c3ccccc3)c2C(=O)O)C1,21.032,99.9,4.578,343.44,3,2,5,3.115,94.64,CPK-M1-008577-H08,21.0315254,>99
TRAIN_2085,COc1ccc(OC)c2c1s/c(=N\C(=O)C(C)C)n2C,0,0.152,3.245,294.369,5,0,3,3.202,76.43,CPK-M1-008580-A03,0,0.151702626
TRAIN_2086,COc1ccc(CCNC(=O)C2Cc3ccccc3CN2S(=O)(=O)c2cccs2)cc1OC,0.06,0.1,3.458,486.604,5,1,8,3.458,121.56,CPK-M1-018175-C07,0.064906735,0.09927983
TRAIN_2087,O=C(C1CC(=O)N(C2CCCC2)C1)N1CCC(c2nnc3n2CCNC3)CC1,86.896,72.078,-0.143,386.491,5,1,3,-0.155,83.36,CPK-M1-009577-B03,86.89573868,72.07833058
TRAIN_2088,CC1CCN2c3cc(Cl)ccc3CC3(C(=O)OC(C)(C)OC3=O)C2C1,99.99,99.99,3.634,363.835,4,0,0,3.634,55.84,CPK-M1-018179-C11,>99.99,>99.99
TRAIN_2089,CCC(C(=O)Nc1c(C)cc(C)cc1C)n1nc(C)c2c(C)onc2c1=O,21.35,34.93,3.17,368.43,4,1,4,3.17,87.8,CPK-M1-018178-D07,21.34677239,34.93025751
TRAIN_2090,CCN(C1=C(N2CCC(C)CC2)C(=O)c2ccccc2C1=O)c1ccccc1,0.04,39.67,4.489,374.475,2,0,4,4.489,40.62,CPK-M1-018171-D05,0.044603311,39.66812424
TRAIN_2091,CC(C)[C@@H](C(=O)Nc1n[nH]c2cccc(F)c12)N1Cc2ccccc2C1=O,1.641,71.679,3.349,366.389,3,2,4,3.346,78.09,CPK-M1-008577-B10,1.641298083,71.67926977
TRAIN_2092,COc1cc(OC)c(C2Nc3cc(C)c(C)cc3NC3=C2C(=O)CC(C)(C)C3)cc1OC,35.639,24.025,4.761,436.543,4,2,4,4.619,68.82,CPK-M1-009578-D12,35.63873552,24.02472573
TRAIN_2093,CCC(=O)N(CCOC)CC(=O)N1N=C(c2cccs2)CC1c1sccc1C,5.84,35.98,2.839,419.561,4,0,8,2.839,118.68,CPK-M1-018169-E11,5.841368319,35.97655049
TRAIN_2094,Cc1nc2c(c(=O)n1C)CN(C(=O)[C@@H]1CCCN1C1CCN(C)CC1)C2,61.8,90.881,-0.551,359.466,5,0,2,-1.987,59.46,CPK-M1-008580-E12,61.8,90.88065926
TRAIN_2095,CSc1[nH]c2c(C(F)(F)F)ccc(C(F)(F)F)c2c(=O)c1C(C)=O,99.9,93.783,4.011,369.282,3,1,4,4.011,71.47,CPK-M1-008581-A11,>99,93.78300368
